Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID224875,224875,40,150.123,3.615,1.968,0,132,132,0.052,1,-10921639,13576.732,13500,8978,18968,1316943,2018.421,0.116,0.034,0.436
ID226526,226526,40,108.851,3.612,1.936,0,133,133,0.052,1,-10921639,10996.67,11083,7449,15664,1066677,1753.862,0.198,0.027,0.326
ID234914,234914,40,79.794,3.721,1.895,0,139,139,0.052,1,-10921639,7725.938,7560,4939,13129,749416,1586.16,0.064,0.021,0.205
ID238325,238325,40,89.291,3.69,1.95,0,140,140,0.052,1,-10921639,8727.938,8753,5408,13184,846610,1533.02,0.178,0.022,0.243
ID240000,240000,40,172.093,3.703,1.941,0,141,141,0.052,1,-10921639,11122.165,10955,7467,15422,1078850,1644.852,0.168,0.043,0.552
ID241632,241632,40,176.426,3.695,1.938,0,142,142,0.052,1,-10921639,14572.093,14523,9836,20360,1413493,1926.765,0.19,0.036,0.532
ID248089,248089,40,194.965,3.672,1.919,0,143,143,0.052,1,-10921639,19093.732,19043,14672,24418,1852092,2206.456,0.131,0.028,0.479
ID244868,244868,40,248.192,3.653,1.913,0,144,144,0.052,1,-10921639,23159.742,23533,15857,31471,2246495,2730.578,0.198,0.026,0.432
ID243243,243243,40,417.399,3.661,1.885,0,145,145,0.052,1,-10921639,27243.258,27471,19831,36920,2642596,3115.592,0.179,0.049,0.812
ID246455,246455,40,393.839,3.642,1.843,0,146,146,0.052,1,-10921639,27722.866,27486,18009,35617,2689118,3251.608,0.198,0.038,0.625
ID252970,252970,40,514.933,3.647,1.869,0,147,147,0.052,1,-10921639,30302.134,30366,23243,39078,2939307,3555.088,0.153,0.048,0.779
ID251325,251325,40,446.323,3.652,1.919,0,148,148,0.052,1,-10921639,32696.588,32433,26508,42012,3171569,3325.413,0.187,0.033,0.625
ID249719,249719,40,249.625,3.652,1.955,0,149,149,0.052,1,-10921639,33690.278,33897,25789,41988,3267957,3045.704,0.093,0.021,0.454
ID269329,269329,40,165.012,3.657,1.972,0,158,158,0.052,1,-10921639,11530.814,11418,7569,18208,1118489,1935.492,0.191,0.024,0.274
ID266002,266002,40,195.789,3.656,1.97,0,159,159,0.052,1,-10921639,10467.381,10390,5368,14380,1015336,1737.325,0.198,0.044,0.513
ID271032,271032,40,157.063,3.665,1.969,0,160,160,0.052,1,-10921639,8989.856,8768,5837,14190,872016,1754.076,0.021,0.016,0.166
ID272710,272710,40,85.777,3.666,1.954,0,161,161,0.052,1,-10921639,8301.485,8168,4953,12981,805244,1456.633,0.198,0.024,0.272
ID274383,274383,40,119.478,3.659,1.96,0,162,162,0.052,1,-10921639,7715.938,7496,4661,10848,748446,1406.892,0.054,0.025,0.265
ID277721,277721,40,78.724,3.671,1.977,0,164,164,0.052,1,-10921639,7900.227,7632,5824,12108,766322,1421.514,0.198,0.015,0.167
ID276084,276084,40,80.125,3.686,2.061,0,165,165,0.052,1,-10921639,9323.825,9290,6141,13828,904411,1687.509,0.198,0.014,0.158
ID2549,2549,50,418.856,3.437,2.735,0,2,2,0.052,1,-10921639,46432.093,46445,32629,58148,4503913,4462.881,0.177,0.009,0.177
ID10986,10986,50,423.608,3.431,2.72,0,3,3,0.052,1,-10921639,47938.763,47927,39432,56021,4650060,3830.088,0.198,0.025,0.606
ID4220,4220,50,461.304,3.417,2.728,0,4,4,0.052,1,-10921639,43416.052,43924,34378,52118,4211357,4283.33,0.081,0.021,0.424
ID5911,5911,50,279.141,3.425,2.715,0,5,5,0.052,1,-10921639,37738.041,37779,29893,49531,3660590,3958.725,0.169,0.011,0.207
ID14403,14403,50,313.906,3.416,2.73,0,6,6,0.052,1,-10921639,32479.278,32204,23737,41490,3150490,3344.679,0.19,0.014,0.275
ID12685,12685,50,166.686,3.414,2.724,0,7,7,0.052,1,-10921639,26807.938,27109,18522,36023,2600370,3504.632,0.052,0.002,0.036
ID16101,16101,50,92.973,3.371,2.729,0,8,8,0.052,1,-10921639,22191.412,22094,16410,30612,2152567,2498.878,0.021,-0.002,-0.042
ID30028,30028,50,177.636,3.434,2.806,0,14,14,0.052,1,-10921639,10332.948,10251,6749,15049,1002296,1914.273,0.198,0.038,0.398
ID28266,28266,50,186.775,3.429,2.79,0,15,15,0.052,1,-10921639,10275.887,10027,5700,15688,996761,1992.126,0.138,0.035,0.353
ID26529,26529,50,251.948,3.44,2.796,0,16,16,0.052,1,-10921639,11920.299,11777,7082,17455,1156269,2229.743,0.198,0.047,0.484
ID35248,35248,50,278.827,3.429,2.788,0,17,17,0.052,1,-10921639,14485.278,14480,8146,21351,1405072,2181.295,0.059,0.041,0.52
ID33494,33494,50,380.74,3.435,2.785,0,18,18,0.052,1,-10921639,17937.402,17719,12105,25282,1739928,2948.166,0.198,0.049,0.564
ID36963,36963,50,378.217,3.435,2.784,0,19,19,0.052,1,-10921639,21850.103,21939,13876,29346,2119460,3286.205,0.072,0.037,0.469
ID31789,31789,50,405.137,3.438,2.783,0,20,20,0.052,1,-10921639,26660.814,26745,17351,35967,2586099,3502.005,0.138,0.035,0.51
ID38667,38667,50,340.786,3.441,2.775,0,21,21,0.052,1,-10921639,30860.691,30407,21672,40927,2993487,4030.213,0.044,0.016,0.239
ID42106,42106,50,381.563,3.441,2.79,0,22,22,0.052,1,-10921639,34835.526,34676,24891,44851,3379046,3529.158,0.065,0.029,0.565
ID40389,40389,50,521.869,3.434,2.788,0,23,23,0.052,1,-10921639,37875.928,37712,27332,50591,3673965,4121.561,0.052,0.035,0.617
ID43822,43822,50,596.463,3.43,2.782,0,24,24,0.052,1,-10921639,41110.165,41239,31552,50140,3987686,4025.668,0.061,0.036,0.711
ID50593,50593,50,688.127,3.43,2.78,0,25,25,0.052,1,-10921639,42193.773,42307,31600,52510,4092796,4433.877,0.052,0.034,0.628
ID45505,45505,50,574.614,3.431,2.778,0,26,26,0.052,1,-10921639,41600.247,41609,33114,50620,4035224,3852.52,0.087,0.037,0.77
ID48878,48878,50,623.535,3.422,2.776,0,27,27,0.052,1,-10921639,41005.557,40763,30930,52122,3977539,4092.642,0.09,0.038,0.731
ID47190,47190,50,504.613,3.424,2.773,0,28,28,0.052,1,-10921639,37675.443,37981,29144,45080,3654518,3626.226,0.054,0.037,0.732
ID52253,52253,50,399.251,3.417,2.747,0,29,29,0.052,1,-10921639,33831.959,33436,25754,44527,3281700,3565.69,0.063,0.026,0.486
ID53953,53953,50,338.412,3.411,2.758,0,30,30,0.052,1,-10921639,28965.278,29005,21278,38548,2809632,3236.834,0.198,0.023,0.401
ID55671,55671,50,172.688,3.425,2.744,0,31,31,0.052,1,-10921639,23820.495,23812,16960,31150,2310588,2943.782,0.198,0.012,0.198
ID58563,58563,50,103.376,3.432,2.734,0,32,32,0.052,1,-10921639,19304.773,19104,12777,25098,1872563,2220.577,0.021,0.006,0.11
ID57927,57927,50,175.964,3.429,2.797,0,33,33,0.052,1,-10921639,16012.33,15952,10457,21424,1553196,2160.286,0.184,0.023,0.332
ID71173,71173,50,76.129,3.424,2.688,0,39,39,0.052,1,-10921639,9163.856,9074,5974,12771,888894,1521.811,0.188,0.019,0.227
ID69440,69440,50,172.638,3.419,2.688,0,40,40,0.052,1,-10921639,9829.67,9952,5164,13708,953478,1737.643,0.156,0.049,0.531
ID74615,74615,50,141.289,3.429,2.675,0,41,41,0.052,1,-10921639,10489.918,10372,6788,14957,1017522,1754.441,0.135,0.03,0.35
ID79802,79802,50,172.61,3.432,2.675,0,42,42,0.052,1,-10921639,12323.856,12104,7603,18246,1195414,2156.86,0.155,0.035,0.384
ID72903,72903,50,312.036,3.43,2.669,0,43,43,0.052,1,-10921639,16162.598,15783,10904,24284,1567772,2572.72,0.177,0.05,0.598
ID76341,76341,50,322.351,3.438,2.669,0,44,44,0.052,1,-10921639,20232.753,19907,12466,27945,1962577,2962.5,0.198,0.04,0.521
ID78075,78075,50,529.501,3.437,2.665,0,45,45,0.052,1,-10921639,26592.856,26008,18135,36724,2579507,3783.374,0.082,0.048,0.643
ID81512,81512,50,465.921,3.435,2.664,0,46,46,0.052,1,-10921639,32282.67,32320,23797,42227,3131419,3982.534,0.198,0.045,0.697
ID84870,84870,50,609.326,3.434,2.663,0,47,47,0.052,1,-10921639,37184.196,36852,25767,48317,3606867,4395.092,0.084,0.047,0.757
ID83203,83203,50,689.05,3.417,2.663,0,48,48,0.052,1,-10921639,42101.32,42675,30694,51539,4083828,4427.697,0.085,0.045,0.82
ID91536,91536,50,699.168,3.43,2.66,0,49,49,0.052,1,-10921639,44234.969,44194,32005,53995,4290792,4412.243,0.091,0.04,0.769
ID88204,88204,50,819.539,3.436,2.66,0,50,50,0.052,1,-10921639,45595.969,45887,34778,54499,4422809,4498.206,0.198,0.057,1.088
ID86524,86524,50,661.831,3.428,2.652,0,51,51,0.052,1,-10921639,43989.433,43423,33461,53079,4266975,4336.291,0.156,0.042,0.811
ID89871,89871,50,533.539,3.428,2.655,0,52,52,0.052,1,-10921639,41423.794,41372,31625,50804,4018108,4106.36,0.092,0.031,0.604
ID98289,98289,50,412.968,3.429,2.653,0,53,53,0.052,1,-10921639,38103.784,38290,27478,47578,3696067,3909.786,0.116,0.031,0.59
ID96581,96581,50,333.016,3.427,2.641,0,54,54,0.052,1,-10921639,33744.732,33734,25470,43368,3273239,3322.018,0.092,0.027,0.533
ID93189,93189,50,275.437,3.425,2.641,0,55,55,0.052,1,-10921639,28012.464,27792,21780,35735,2717209,3032.596,0.092,0.023,0.418
ID94904,94904,50,213.22,3.425,2.673,0,56,56,0.052,1,-10921639,22823.804,23120,15096,31422,2213909,3358.404,0.176,0.02,0.265
ID105172,105172,50,174.252,3.422,2.683,0,57,57,0.052,1,-10921639,18213.052,18033,11544,24339,1766666,2614.848,0.083,0.021,0.286
ID100831,100831,50,97.213,3.434,2.712,0,58,58,0.052,1,-10921639,14170.68,13929,9139,21196,1374556,2164.208,0.198,0.007,0.086
ID108592,108592,50,98.798,3.445,2.684,0,60,60,0.052,1,-10921639,10508.309,10589,6307,14062,1019306,1828.165,0.172,0.013,0.148
ID106874,106874,50,98.399,3.489,2.676,0,61,61,0.052,1,-10921639,9820.835,9880,6097,13920,952621,1722.956,0.198,0.028,0.307
ID103429,103429,50,114.892,3.514,2.696,0,62,62,0.052,1,-10921639,9090.711,8954,5812,14886,881799,1570.89,0.094,0.03,0.337
ID100900,100900,50,118.985,3.505,2.681,0,63,63,0.052,1,-10921639,8608.052,8453,4892,14409,834981,1767.2,0.15,0.028,0.265
ID112025,112025,50,180.947,3.524,2.681,0,64,64,0.052,1,-10921639,8493.711,8200,5270,12632,823890,1531.813,0.092,0.055,0.573
ID113763,113763,50,169.03,3.51,2.675,0,65,65,0.052,1,-10921639,8551.691,8392,5411,12568,829514,1407.828,0.198,0.064,0.73
ID117133,117133,50,180.997,3.51,2.664,0,66,66,0.052,1,-10921639,9013.928,8796,5782,14784,874351,1699.013,0.186,0.051,0.512
ID118879,118879,50,173.326,3.506,2.698,0,67,67,0.052,1,-10921639,10728.928,10470,6981,16020,1040706,2014.582,0.178,0.041,0.416
ID120618,120618,50,428.506,3.485,2.81,0,70,70,0.052,1,-10921639,22634.619,22842,16108,30546,2195558,2976.178,0.198,0.046,0.665
ID115506,115506,50,468.881,3.497,2.82,0,71,71,0.052,1,-10921639,26902.68,26754,19717,36391,2609560,3642.898,0.054,0.04,0.572
ID125713,125713,50,488.161,3.504,2.84,0,72,72,0.052,1,-10921639,20484.351,20264,14065,28428,1986982,3107.632,0.198,0.064,0.797
ID132904,132904,50,578.225,3.488,2.798,0,73,73,0.052,1,-10921639,38354.32,38590,26527,49465,3720369,3926.949,0.198,0.046,0.863
ID127832,127832,50,478.086,3.513,2.759,0,74,74,0.052,1,-10921639,41900.701,42097,33021,51513,4064368,3612.132,0.135,0.033,0.751
ID128283,128283,50,429.319,3.517,2.74,0,75,75,0.052,1,-10921639,43308.804,43593,32065,51476,4200954,3985.711,0.093,0.031,0.663
ID133002,133002,50,239.238,3.525,2.72,0,77,77,0.052,1,-10921639,38659.196,39112,30161,47942,3749942,3761.856,0.198,0.017,0.34
ID137053,137053,50,223.256,3.56,2.744,0,78,78,0.052,1,-10921639,33122.113,33303,25869,39281,3212845,3181.912,0.154,0.013,0.277
ID138693,138693,50,112.247,3.568,2.743,0,79,79,0.052,1,-10921639,27538.876,27128,19810,34372,2671271,3123.696,0.198,0.003,0.045
ID140343,140343,50,97.598,3.526,2.711,0,80,80,0.052,1,-10921639,24855.01,25169,17318,30813,2410936,2699.552,0.175,0.001,0.022
ID135376,135376,50,234.576,3.522,2.644,0,81,81,0.052,1,-10921639,21936.959,22081,16357,29038,2127885,2711.823,0.166,0.026,0.406
ID142025,142025,50,205.179,3.529,2.665,0,82,82,0.052,1,-10921639,17613.134,17585,12801,23994,1708474,2177.562,0.198,0.025,0.395
ID143709,143709,50,141.211,3.53,2.653,0,83,83,0.052,1,-10921639,14193.598,14164,9565,19086,1376779,2249.104,0.189,0.017,0.206
ID145376,145376,50,108.929,3.536,2.642,0,84,84,0.052,1,-10921639,11626.711,11457,7656,18524,1127791,1857.129,0.19,0.009,0.112
ID159386,159386,50,203.133,3.503,2.714,0,92,92,0.052,1,-10921639,9825.443,9812,4585,13813,953068,1715.228,0.088,0.058,0.63
ID160293,160293,50,284.733,3.502,2.699,0,93,93,0.052,1,-10921639,13699.402,13532,8840,18326,1328842,2204.138,0.158,0.073,0.841
ID164079,164079,50,386.219,3.496,2.685,0,94,94,0.052,1,-10921639,18874.103,18389,13645,26760,1830788,2606.469,0.092,0.073,0.982
ID162393,162393,50,514.044,3.507,2.675,0,95,95,0.052,1,-10921639,24055.031,23707,17450,33416,2333338,3080.414,0.134,0.064,0.944
ID167357,167357,50,554.706,3.516,2.667,0,96,96,0.052,1,-10921639,29029.938,28935,20490,36192,2815904,3440.511,0.17,0.058,0.922
ID165721,165721,50,592.937,3.518,2.665,0,97,97,0.052,1,-10921639,33566.567,33860,27137,41566,3255957,3159.891,0.157,0.06,1.202
ID168971,168971,50,471.065,3.515,2.646,0,98,98,0.052,1,-10921639,36320.165,36144,29567,46027,3523056,3135.629,0.198,0.034,0.768
ID170608,170608,50,414.797,3.526,2.646,0,99,99,0.052,1,-10921639,37477.536,37323,28263,46059,3635321,3578.389,0.198,0.033,0.664
ID172212,172212,50,271.887,3.551,2.64,0,100,100,0.052,1,-10921639,36805.835,36767,29409,43486,3570166,2855.898,0.198,0.021,0.52
ID173846,173846,50,300.415,3.545,2.603,0,101,101,0.052,1,-10921639,37296.649,37332,28784,45079,3617775,3474.616,0.198,0.017,0.355
ID175496,175496,50,353.677,3.547,2.601,0,102,102,0.052,1,-10921639,35098.01,35059,25546,45607,3404507,3866.611,0.198,0.021,0.377
ID183711,183711,50,129.793,3.45,2.593,0,106,106,0.052,1,-10921639,18662.093,18149,13690,27817,1810223,2555.597,0.038,-0.008,-0.122
ID180421,180421,50,71.147,3.46,2.586,0,107,107,0.052,1,-10921639,15341.464,15156,10082,20384,1488122,2142.34,0.041,-0.003,-0.041
ID187068,187068,50,187.328,3.455,2.576,0,108,108,0.052,1,-10921639,12851.289,12490,8117,22075,1246575,2638.625,0.054,0.017,0.167
ID185381,185381,50,155.365,3.467,2.57,0,109,109,0.052,1,-10921639,10943.619,10821,6708,15844,1061531,2004.054,0.114,0.019,0.207
ID190446,190446,50,166.219,3.443,2.554,0,110,110,0.052,1,-10921639,9760.722,9451,6703,14374,946790,1688.436,0.102,0.038,0.425
ID188747,188747,50,87.449,3.455,2.56,0,111,111,0.052,1,-10921639,8386.082,8347,5378,13132,813450,1551.292,0.185,0.014,0.15
ID192137,192137,50,83.794,3.469,2.562,0,112,112,0.052,1,-10921639,7760.454,7727,4774,12700,752764,1433.513,0.102,0.032,0.339
ID198939,198939,50,70.18,3.457,2.553,0,113,113,0.052,1,-10921639,7288.567,7122,3970,12796,706991,1530.246,0.176,0.019,0.181
ID200614,200614,50,92.102,3.513,2.6,0,117,117,0.052,1,-10921639,10021.258,9946,6850,13794,972062,1520.999,0.198,0.029,0.369
ID202256,202256,50,261.95,3.514,2.579,0,118,118,0.052,1,-10921639,14084.99,13864,9794,22236,1366244,2301.858,0.198,0.047,0.551
ID203921,203921,50,495.898,3.522,2.59,0,119,119,0.052,1,-10921639,19777.052,19640,14470,28118,1918374,2673.526,0.093,0.083,1.139
ID207147,207147,50,523.836,3.523,2.58,0,120,120,0.052,1,-10921639,24770.536,24820,17960,33053,2402742,3201.642,0.198,0.059,0.862
ID208798,208798,50,490.405,3.517,2.62,0,121,121,0.052,1,-10921639,29248.773,29602,20486,36318,2837131,3144.542,0.093,0.054,0.95
ID205531,205531,50,428.788,3.603,2.572,0,123,123,0.052,1,-10921639,32983.505,33513,21416,43344,3199400,4069.222,0.198,0.025,0.396
ID212028,212028,50,425.13,3.592,2.557,0,124,124,0.052,1,-10921639,35930.227,35992,26259,45349,3485232,3683.394,0.198,0.038,0.716
ID213619,213619,50,556.383,3.594,2.556,0,125,125,0.052,1,-10921639,36998.175,37179,26630,46047,3588823,4005.392,0.093,0.042,0.751
ID215229,215229,50,374.441,3.609,2.561,0,126,126,0.052,1,-10921639,33973.536,34209,25900,41937,3295433,3522.502,0.198,0.023,0.44
ID221787,221787,50,557.211,3.609,2.555,0,127,127,0.052,1,-10921639,33894.072,33784,24411,45711,3287725,4044.356,0.198,0.046,0.742
ID223404,223404,50,421.379,3.606,2.553,0,128,128,0.052,1,-10921639,29885.969,29881,22948,39168,2898939,3765.184,0.134,0.036,0.55
ID216856,216856,50,347.402,3.601,2.544,0,129,129,0.052,1,-10921639,26238.062,26004,18792,34497,2545092,3239.787,0.054,0.037,0.577
ID218503,218503,50,264.771,3.616,2.553,0,130,130,0.052,1,-10921639,20636.763,20740,15014,27970,2001766,2438.983,0.157,0.025,0.419
ID220153,220153,50,152.867,3.623,2.553,0,131,131,0.052,1,-10921639,16246.175,16272,12124,25117,1575879,2403.514,0.188,0.002,0.03
ID225041,225041,50,151.857,3.617,2.551,0,132,132,0.052,1,-10921639,13427.021,13238,8698,18653,1302421,2173.703,0.051,0.015,0.18
ID238503,238503,50,174.01,3.605,2.58,0,140,140,0.052,1,-10921639,8147.412,8104,4724,11389,790299,1511.175,0.153,0.062,0.633
ID240177,240177,50,176.844,3.607,2.601,0,141,141,0.052,1,-10921639,9198.402,9332,5276,13336,892245,1542.737,0.136,0.056,0.636
ID241810,241810,50,248.055,3.601,2.589,0,142,142,0.052,1,-10921639,11954.186,12130,7178,16854,1159556,2070.921,0.052,0.057,0.624
ID248266,248266,50,276.95,3.601,2.59,0,143,143,0.052,1,-10921639,15308.928,15330,10472,20936,1484966,2354.192,0.191,0.05,0.614
ID245060,245060,50,280.518,3.592,2.601,0,144,144,0.052,1,-10921639,18950.825,18904,14262,28071,1838230,2408.761,0.165,0.036,0.553
ID243446,243446,50,307.94,3.606,2.643,0,145,145,0.052,1,-10921639,22128.124,22082,15928,30191,2146428,2686.788,0.156,0.034,0.536
ID246669,246669,50,602.903,3.61,2.646,0,146,146,0.052,1,-10921639,27706.351,27334,21258,34974,2687516,3293.143,0.093,0.069,1.082
ID253189,253189,50,484.257,3.607,2.639,0,147,147,0.052,1,-10921639,30186.443,30153,23541,39902,2928085,3181.756,0.198,0.037,0.673
ID251522,251522,50,562.767,3.61,2.634,0,148,148,0.052,1,-10921639,32656.464,32175,23882,41616,3167677,3475.472,0.091,0.05,0.897
ID249902,249902,50,675.198,3.607,2.635,0,149,149,0.052,1,-10921639,33976.619,34346,25254,43512,3295732,3537.1,0.198,0.051,0.933
ID254797,254797,50,663.805,3.603,2.633,0,150,150,0.052,1,-10921639,34118.577,34087,26368,42741,3309502,3521.527,0.094,0.058,1.068
ID257992,257992,50,621.537,3.607,2.629,0,151,151,0.052,1,-10921639,32299.835,31834,25358,41892,3133084,3292.899,0.186,0.051,0.945
ID261276,261276,50,760.955,3.61,2.631,0,152,152,0.052,1,-10921639,30685,30602,21067,37653,2976445,3870.257,0.187,0.068,1.008
ID256388,256388,50,609.162,3.615,2.629,0,153,153,0.052,1,-10921639,26808.361,26958,20408,35116,2600411,3164.953,0.054,0.064,1.019
ID259612,259612,50,516.804,3.61,2.628,0,154,154,0.052,1,-10921639,22491.144,22434,14845,30800,2181641,3101.939,0.09,0.063,0.861
ID262877,262877,50,439.795,3.628,2.623,0,155,155,0.052,1,-10921639,18745.196,18388,12999,25962,1818284,2702.555,0.054,0.064,0.83
ID264520,264520,50,326.428,3.614,2.631,0,156,156,0.052,1,-10921639,15618.619,15648,10922,23928,1515006,2611.813,0.166,0.055,0.625
ID277905,277905,50,71.911,3.607,2.594,0,164,164,0.052,1,-10921639,7357.866,7346,4064,10152,713713,1233.922,0.176,0.017,0.203
ID276224,276224,50,102.081,3.61,2.535,0,165,165,0.052,1,-10921639,8719.381,8677,5517,13536,845780,1503.33,0.172,0.029,0.323
ID11002,11002,52,1055.635,2.353,2.773,0,3,3,0.052,1,-10921639,53719.897,53609,43738,63393,5210830,4475.86,0.091,0.055,1.245
ID4234,4234,52,797.687,2.35,2.76,0,4,4,0.052,1,-10921639,50843.825,50613,38693,64239,4931851,4714.673,0.19,0.04,0.826
ID5922,5922,52,688.462,2.343,2.754,0,5,5,0.052,1,-10921639,46762.32,47344,34620,56467,4535945,4272.642,0.052,0.035,0.748
ID14408,14408,52,574.407,2.321,2.744,0,6,6,0.052,1,-10921639,41559.155,41403,33188,50164,4031238,3930.222,0.198,0.029,0.587
ID12689,12689,52,384.55,2.32,2.738,0,7,7,0.052,1,-10921639,36048.113,35882,28644,49381,3496667,3711.824,0.188,0.023,0.43
ID16094,16094,52,292.959,2.307,2.697,0,8,8,0.052,1,-10921639,29446.474,29810,21384,36043,2856308,2912.952,0.185,0.029,0.566
ID17817,17817,52,202.764,2.302,2.707,0,9,9,0.052,1,-10921639,23604.34,23244,17095,30009,2289621,2893.703,0.198,0.02,0.323
ID23034,23034,52,292.283,2.3,2.694,0,10,10,0.052,1,-10921639,19965.309,19888,13621,26072,1936635,2255.507,0.179,0.039,0.661
ID35224,35224,52,84.984,2.322,2.728,0,17,17,0.052,1,-10921639,14968.969,15020,8549,20690,1451990,2193.11,0.171,0.018,0.237
ID33479,33479,52,206.701,2.35,2.721,0,18,18,0.052,1,-10921639,17323.732,17182,10301,24235,1680402,2543.575,0.198,0.015,0.199
ID36939,36939,52,460.028,2.34,2.707,0,19,19,0.052,1,-10921639,22448.268,22092,15704,31728,2177482,3108.506,0.113,0.049,0.677
ID31763,31763,52,711.188,2.337,2.697,0,20,20,0.052,1,-10921639,28569.309,28765,21462,39563,2771223,3571.647,0.091,0.07,1.041
ID38640,38640,52,972.051,2.338,2.689,0,21,21,0.052,1,-10921639,34576.505,34467,23550,45049,3353921,4466.62,0.091,0.077,1.112
ID42078,42078,52,1110.107,2.331,2.685,0,22,22,0.052,1,-10921639,39854.948,40094,29478,49335,3865930,4552.828,0.093,0.081,1.313
ID40356,40356,52,1183.578,2.329,2.682,0,23,23,0.052,1,-10921639,44592.979,44714,30238,59934,4325519,5728.312,0.091,0.072,1.042
ID43791,43791,52,1026.228,2.331,2.679,0,24,24,0.052,1,-10921639,48278.165,47758,36346,59151,4682982,4615.556,0.092,0.061,1.206
ID50562,50562,52,1068.013,2.322,2.669,0,25,25,0.052,1,-10921639,51159.722,51167,38103,63787,4962493,4928.88,0.198,0.059,1.16
ID45478,45478,52,969.551,2.324,2.668,0,26,26,0.052,1,-10921639,52441.361,53366,40065,63455,5086812,5342.462,0.091,0.05,0.932
ID48851,48851,52,868.998,2.32,2.665,0,27,27,0.052,1,-10921639,52041.196,52356,40544,62775,5047996,4746.188,0.055,0.043,0.899
ID47152,47152,52,884.564,2.307,2.645,0,28,28,0.052,1,-10921639,51046.402,51069,40548,60860,4951501,4917.018,0.198,0.048,0.946
ID52219,52219,52,726.731,2.297,2.637,0,29,29,0.052,1,-10921639,47328.845,46921,39395,57485,4590898,4110.821,0.093,0.04,0.895
ID53916,53916,52,762.224,2.292,2.625,0,30,30,0.052,1,-10921639,43374.969,43409,32413,54195,4207372,4112.959,0.134,0.044,0.891
ID55638,55638,52,614.059,2.285,2.627,0,31,31,0.052,1,-10921639,37353.835,37263,27792,47324,3623322,4033.062,0.156,0.042,0.744
ID58503,58503,52,513.481,2.279,2.616,0,32,32,0.052,1,-10921639,31291.247,31077,25560,39143,3035251,3306.691,0.053,0.047,0.845
ID57808,57808,52,415.551,2.272,2.596,0,33,33,0.052,1,-10921639,25397.979,25572,18859,32227,2463604,2897.841,0.092,0.044,0.744
ID62509,62509,52,374.898,2.277,2.584,0,34,34,0.052,1,-10921639,21391.082,21592,16370,27984,2074935,2387.962,0.198,0.062,1.044
ID60740,60740,52,425.112,2.269,2.59,0,35,35,0.052,1,-10921639,18067.361,18089,10726,24044,1752534,2387.58,0.114,0.069,0.972
ID65931,65931,52,209.358,2.26,2.59,0,36,36,0.052,1,-10921639,14949.753,14704,7397,20120,1450126,2140.139,0.184,0.042,0.558
ID64201,64201,52,169.377,2.274,2.565,0,37,37,0.052,1,-10921639,12933.979,12547,9272,20348,1254596,1977.402,0.198,0.036,0.451
ID67659,67659,52,212.689,2.214,2.556,0,38,38,0.052,1,-10921639,12139.505,12205,7424,18096,1177532,1975.797,0.19,0.049,0.57
ID71131,71131,52,187.977,2.221,2.572,0,39,39,0.052,1,-10921639,12129.124,12246,7238,16272,1176525,1890.344,0.18,0.038,0.475
ID69392,69392,52,247.271,2.211,2.549,0,40,40,0.052,1,-10921639,12447.784,12464,8448,17427,1207435,1953.464,0.191,0.049,0.59
ID74570,74570,52,339.503,2.205,2.535,0,41,41,0.052,1,-10921639,13181.247,12993,8274,19216,1278581,2432.44,0.056,0.069,0.695
ID79757,79757,52,296.96,2.209,2.537,0,42,42,0.052,1,-10921639,13999.825,13705,8311,20716,1357983,2440.715,0.198,0.056,0.613
ID72859,72859,52,279.549,2.207,2.511,0,43,43,0.052,1,-10921639,15963.474,15821,10082,22967,1548457,2506.449,0.188,0.045,0.543
ID76294,76294,52,380.108,2.21,2.511,0,44,44,0.052,1,-10921639,20453.371,20692,11814,29029,1983977,2952.196,0.177,0.047,0.62
ID78030,78030,52,346.425,2.195,2.519,0,45,45,0.052,1,-10921639,25758.897,25645,18377,33512,2498613,2853.753,0.198,0.035,0.616
ID98260,98260,52,986.969,2.26,2.551,0,53,53,0.052,1,-10921639,53558.577,53406,42619,64219,5195182,4878.366,0.092,0.053,1.096
ID96553,96553,52,964.081,2.255,2.535,0,54,54,0.052,1,-10921639,49196.041,49273,34632,60926,4772016,5306.525,0.156,0.05,0.885
ID93162,93162,52,703.033,2.239,2.527,0,55,55,0.052,1,-10921639,43231.134,43293,31776,54485,4193420,4222.577,0.094,0.049,0.956
ID94855,94855,52,516.931,2.227,2.503,0,56,56,0.052,1,-10921639,35695.186,35679,27055,44481,3462433,3607.343,0.093,0.039,0.739
ID105116,105116,52,443.965,2.216,2.503,0,57,57,0.052,1,-10921639,29653.381,29522,19872,37336,2876378,3241.21,0.113,0.048,0.846
ID100711,100711,52,441.178,2.22,2.491,0,58,58,0.052,1,-10921639,24405.144,24550,15520,34048,2367299,3191.997,0.178,0.057,0.824
ID110260,110260,52,215.05,2.201,2.501,0,59,59,0.052,1,-10921639,18734.113,18588,13652,25508,1817209,2361.623,0.17,0.027,0.413
